epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
151,5953.47,1.9642,1.18994,1.17333,0.87571,0.79953,0.86123,0.35019,1.99501,1.03041,1.25941,0.00101,0.00101,0.00101
152,5983.31,1.96662,1.18152,1.18869,0.84851,0.78648,0.84243,0.35081,1.96483,1.0563,1.24903,0.0010034,0.0010034,0.0010034
153,6032.42,1.95367,1.15528,1.17737,0.85995,0.8019,0.85057,0.34693,1.99447,1.02814,1.2666,0.0009968,0.0009968,0.0009968
154,6066.18,1.98199,1.18168,1.18137,0.87675,0.7841,0.83701,0.3422,2.02282,1.06185,1.29316,0.0009902,0.0009902,0.0009902
155,6108.04,1.98255,1.16119,1.1933,0.86055,0.77699,0.8468,0.35287,1.98992,1.02918,1.27588,0.0009836,0.0009836,0.0009836
156,6141.92,1.95964,1.15847,1.18058,0.87432,0.7758,0.84454,0.35405,2.00141,1.01639,1.28648,0.000977,0.000977,0.000977
157,6180,1.9476,1.13476,1.17754,0.84803,0.78772,0.83596,0.3438,2.04529,0.98746,1.28837,0.0009704,0.0009704,0.0009704
158,6226.31,1.9577,1.14653,1.17932,0.88059,0.77936,0.85484,0.35759,1.99745,1.00888,1.26471,0.0009638,0.0009638,0.0009638
159,6255.86,1.97415,1.15722,1.17849,0.87861,0.77461,0.84244,0.33718,2.04722,1.01081,1.29184,0.0009572,0.0009572,0.0009572
160,6306.2,1.95779,1.15815,1.17951,0.87328,0.77662,0.85016,0.35465,1.9609,1.0203,1.24286,0.0009506,0.0009506,0.0009506
161,6332.7,1.94723,1.13003,1.18407,0.83041,0.78415,0.83789,0.33509,2.04113,1.04805,1.29508,0.000944,0.000944,0.000944
162,6381.79,1.96344,1.16039,1.18194,0.83434,0.76868,0.83608,0.33932,2.02943,1.06432,1.28273,0.0009374,0.0009374,0.0009374
163,6412.97,1.94155,1.12604,1.16715,0.87248,0.7841,0.85834,0.35532,1.97602,1.01555,1.26296,0.0009308,0.0009308,0.0009308
164,6441.64,1.95943,1.15163,1.17435,0.87062,0.79827,0.85351,0.36232,1.96443,1.01964,1.25788,0.0009242,0.0009242,0.0009242
165,6495.03,1.95284,1.1471,1.16917,0.88474,0.79217,0.86379,0.3575,1.98989,0.987,1.27095,0.0009176,0.0009176,0.0009176
166,6525.25,1.93694,1.09668,1.17824,0.87556,0.72716,0.81096,0.30939,2.15568,1.01623,1.35769,0.000911,0.000911,0.000911
167,6570.71,1.93302,1.10895,1.16749,0.86128,0.75122,0.82959,0.32611,2.09589,1.01332,1.31445,0.0009044,0.0009044,0.0009044
168,6601.29,1.94244,1.13487,1.17428,0.85845,0.76258,0.82752,0.32858,2.05989,1.02667,1.30246,0.0008978,0.0008978,0.0008978
169,6649.63,1.9667,1.15681,1.17332,0.88076,0.77982,0.84892,0.34719,2.03571,0.98027,1.28518,0.0008912,0.0008912,0.0008912
170,6687.23,1.95728,1.14786,1.17674,0.84806,0.7841,0.83677,0.32834,2.07062,1.01225,1.30408,0.0008846,0.0008846,0.0008846
171,6715.65,1.92993,1.12238,1.16979,0.88482,0.79359,0.85213,0.34304,2.03053,1.01734,1.28325,0.000878,0.000878,0.000878
172,6765.56,1.95607,1.11624,1.18123,0.88435,0.80902,0.87306,0.35831,1.99813,0.99901,1.28408,0.0008714,0.0008714,0.0008714
173,6796.02,1.95736,1.1573,1.18014,0.87977,0.78993,0.86055,0.34301,2.04993,0.99001,1.30916,0.0008648,0.0008648,0.0008648
174,6840.3,1.94227,1.13635,1.17441,0.86963,0.76868,0.8445,0.33012,2.06885,1.0354,1.30076,0.0008582,0.0008582,0.0008582
175,6870.44,1.92902,1.10605,1.16589,0.88249,0.78395,0.85606,0.34865,2.04965,0.95898,1.29037,0.0008516,0.0008516,0.0008516
176,6905.53,1.9085,1.10331,1.15113,0.87512,0.80664,0.8675,0.35849,2.01297,0.96008,1.27706,0.000845,0.000845,0.000845
177,6949.75,1.91742,1.07559,1.16028,0.87654,0.80009,0.86234,0.35446,2.00728,0.98997,1.27065,0.0008384,0.0008384,0.0008384
178,6984.77,1.93319,1.0889,1.16387,0.87742,0.76419,0.85251,0.35256,2.01365,1.00293,1.28265,0.0008318,0.0008318,0.0008318
179,7030.65,1.90708,1.08846,1.165,0.8809,0.79838,0.86389,0.35152,2.04248,0.96037,1.29991,0.0008252,0.0008252,0.0008252
180,7057.95,1.91976,1.0773,1.16171,0.8779,0.79322,0.85201,0.33908,2.06235,1.00038,1.30566,0.0008186,0.0008186,0.0008186
181,7108.25,1.89908,1.07583,1.1647,0.86531,0.80783,0.85808,0.35195,2.0214,0.95532,1.28603,0.000812,0.000812,0.000812
182,7147.41,1.90524,1.06901,1.15596,0.87419,0.77479,0.8405,0.33525,2.06165,1.00555,1.31501,0.0008054,0.0008054,0.0008054
183,7173.54,1.93957,1.09974,1.17204,0.88241,0.76556,0.85397,0.33923,2.05032,1.00296,1.29919,0.0007988,0.0007988,0.0007988
184,7215.73,1.91568,1.06632,1.1599,0.89388,0.78648,0.86406,0.34648,2.0527,0.99662,1.29595,0.0007922,0.0007922,0.0007922
185,7249.31,1.88718,1.05025,1.14728,0.86798,0.80783,0.8633,0.36682,1.99183,0.93345,1.26584,0.0007856,0.0007856,0.0007856
186,7295.7,1.92548,1.10059,1.16815,0.87664,0.80783,0.86972,0.36989,1.97743,0.94043,1.26011,0.000779,0.000779,0.000779
187,7325.67,1.89755,1.07714,1.15588,0.87266,0.77225,0.84415,0.34922,2.02919,0.96802,1.27674,0.0007724,0.0007724,0.0007724
188,7376.66,1.89953,1.05738,1.15635,0.85353,0.80188,0.85235,0.35068,2.02111,1.00931,1.28793,0.0007658,0.0007658,0.0007658
189,7406,1.90158,1.07193,1.15063,0.86838,0.7748,0.83739,0.32604,2.08866,1.00676,1.31775,0.0007592,0.0007592,0.0007592
190,7448.63,1.90418,1.06108,1.15262,0.89217,0.79597,0.86119,0.35783,2.00501,0.95714,1.27495,0.0007526,0.0007526,0.0007526
191,7482.19,1.90518,1.05064,1.15282,0.88376,0.79365,0.86448,0.34871,2.03511,0.94953,1.28449,0.000746,0.000746,0.000746
192,7520.13,1.86634,1.04432,1.15274,0.888,0.78059,0.85353,0.35196,2.02564,0.95848,1.28623,0.0007394,0.0007394,0.0007394
193,7566.04,1.9134,1.09187,1.15772,0.87709,0.76157,0.83145,0.32805,2.09706,0.99765,1.32069,0.0007328,0.0007328,0.0007328
194,7596.74,1.88907,1.06761,1.14767,0.8805,0.8041,0.85825,0.35646,2.01668,0.95523,1.28477,0.0007262,0.0007262,0.0007262
195,7645.82,1.89884,1.04538,1.156,0.90437,0.78523,0.86652,0.3653,1.99644,0.95629,1.2789,0.0007196,0.0007196,0.0007196
196,7685.47,1.91264,1.04603,1.16135,0.91325,0.79122,0.87282,0.3649,2.00373,0.94034,1.28702,0.000713,0.000713,0.000713
197,7717.09,1.91522,1.04327,1.15599,0.88709,0.77224,0.84534,0.34925,2.03319,0.94856,1.29874,0.0007064,0.0007064,0.0007064
198,7763.8,1.89888,1.07205,1.15565,0.89087,0.78435,0.86287,0.35755,1.99941,0.9451,1.27296,0.0006998,0.0006998,0.0006998
199,7792.76,1.89351,1.07142,1.15122,0.89015,0.76868,0.8554,0.34924,2.0379,0.96746,1.29905,0.0006932,0.0006932,0.0006932
200,7838.58,1.88522,1.03967,1.14354,0.8859,0.78766,0.85506,0.35448,2.02829,0.95059,1.29456,0.0006866,0.0006866,0.0006866
201,7870.56,1.89043,1.06139,1.14881,0.87769,0.79166,0.85859,0.34938,2.04148,0.9622,1.29509,0.00068,0.00068,0.00068
202,7896.77,1.86839,1.03069,1.14638,0.88536,0.77699,0.85297,0.34267,2.0569,0.95429,1.30281,0.0006734,0.0006734,0.0006734
203,7948.59,1.88321,1.0341,1.15602,0.85539,0.79288,0.85268,0.34492,2.04078,0.97094,1.2935,0.0006668,0.0006668,0.0006668
204,7978.48,1.86144,1.05402,1.14011,0.88048,0.79359,0.8671,0.36389,1.98416,0.94373,1.26705,0.0006602,0.0006602,0.0006602
205,8032.06,1.85879,1.02181,1.14971,0.85809,0.76748,0.82858,0.3252,2.10042,0.96925,1.31638,0.0006536,0.0006536,0.0006536
206,8061.32,1.86431,1.03938,1.14305,0.86211,0.77133,0.84456,0.33994,2.04669,0.96285,1.29669,0.000647,0.000647,0.000647
207,8105.29,1.89019,1.06872,1.14698,0.89191,0.77936,0.86127,0.35398,2.02148,0.94939,1.2863,0.0006404,0.0006404,0.0006404
208,8146.08,1.88426,1.05066,1.14481,0.88685,0.77461,0.85797,0.34532,2.0471,0.96141,1.29594,0.0006338,0.0006338,0.0006338
209,8188.43,1.8842,1.04339,1.16162,0.88173,0.79953,0.87029,0.37296,1.9901,0.93498,1.28209,0.0006272,0.0006272,0.0006272
210,8220.62,1.88624,1.0174,1.14776,0.89086,0.78885,0.86546,0.36107,2.00933,0.96188,1.28905,0.0006206,0.0006206,0.0006206
211,8259.52,1.87112,1.03416,1.13793,0.88349,0.79241,0.86197,0.35294,2.02465,0.95228,1.29675,0.000614,0.000614,0.000614
212,8297.52,1.8721,1.03808,1.14253,0.88842,0.77448,0.85632,0.36224,1.99531,0.92301,1.28775,0.0006074,0.0006074,0.0006074
213,8331.5,1.86352,1.02702,1.14491,0.89743,0.79922,0.87399,0.37413,1.9863,0.91897,1.28128,0.0006008,0.0006008,0.0006008
214,8383.95,1.86598,1.01979,1.13903,0.88921,0.77699,0.8478,0.34515,2.06121,0.94205,1.31098,0.0005942,0.0005942,0.0005942
215,8425.99,1.86373,1.04294,1.14809,0.89653,0.78116,0.85696,0.35705,2.02261,0.92688,1.29696,0.0005876,0.0005876,0.0005876
216,8456.77,1.8756,1.04636,1.14318,0.88888,0.80661,0.86871,0.37785,1.96582,0.91276,1.26345,0.000581,0.000581,0.000581
217,8502.58,1.86108,1.02734,1.13563,0.86772,0.80148,0.853,0.34721,2.03461,0.94411,1.29463,0.0005744,0.0005744,0.0005744
218,8531.69,1.87347,1.02788,1.14448,0.86636,0.80308,0.85283,0.34701,2.04607,0.95253,1.30059,0.0005678,0.0005678,0.0005678
219,8584.7,1.87719,1.04138,1.14326,0.86816,0.81139,0.87026,0.37447,1.98452,0.89878,1.26445,0.0005612,0.0005612,0.0005612
220,8608.72,1.85438,1.00599,1.1291,0.87788,0.81495,0.86582,0.35553,2.04131,0.91703,1.29577,0.0005546,0.0005546,0.0005546
221,8645.93,1.85707,1.00759,1.14334,0.87878,0.81696,0.86826,0.36124,2.01095,0.90201,1.2843,0.000548,0.000548,0.000548
222,8685.87,1.84402,1.00443,1.13879,0.88588,0.81495,0.87918,0.3726,1.99396,0.9091,1.27758,0.0005414,0.0005414,0.0005414
223,8730.99,1.86752,1.00941,1.14364,0.87723,0.79676,0.86586,0.36079,2.00972,0.93522,1.27953,0.0005348,0.0005348,0.0005348
224,8764.56,1.839,1.0089,1.13263,0.8834,0.80885,0.87333,0.37427,1.96333,0.91241,1.26727,0.0005282,0.0005282,0.0005282
225,8809.14,1.85003,1.024,1.13884,0.88489,0.81159,0.87108,0.36582,1.98727,0.90555,1.27884,0.0005216,0.0005216,0.0005216
226,8841.23,1.83774,1.00238,1.14283,0.87757,0.79241,0.85965,0.3592,2.02557,0.91358,1.29737,0.000515,0.000515,0.000515
227,8880.33,1.83263,0.99094,1.14749,0.8602,0.81752,0.87,0.3645,1.99839,0.89416,1.28964,0.0005084,0.0005084,0.0005084
228,8926.68,1.83444,0.98587,1.13241,0.88679,0.80664,0.87589,0.37871,1.95992,0.88972,1.26258,0.0005018,0.0005018,0.0005018
229,8972.32,1.86002,1.0012,1.1452,0.87841,0.8102,0.86093,0.35996,2.01978,0.92444,1.28844,0.0004952,0.0004952,0.0004952
230,9002.92,1.81697,0.98313,1.12566,0.87306,0.80427,0.85543,0.35993,2.00446,0.94884,1.28369,0.0004886,0.0004886,0.0004886
231,9051.96,1.856,1.00322,1.12857,0.88799,0.7994,0.86487,0.36269,2.01374,0.92044,1.2934,0.000482,0.000482,0.000482
232,9078.3,1.8264,0.99274,1.13361,0.86739,0.79142,0.8499,0.35106,2.0423,0.93254,1.311,0.0004754,0.0004754,0.0004754
233,9123.2,1.85738,1.00662,1.13972,0.88633,0.80071,0.867,0.37066,1.98761,0.92457,1.27803,0.0004688,0.0004688,0.0004688
234,9153.88,1.84871,1.02024,1.1389,0.87065,0.82238,0.8678,0.36781,1.99171,0.91195,1.28236,0.0004622,0.0004622,0.0004622
235,9197.79,1.8349,1.00076,1.12529,0.86645,0.81851,0.86495,0.36239,2.01166,0.91875,1.28837,0.0004556,0.0004556,0.0004556
236,9235.9,1.82562,0.98027,1.13926,0.87392,0.80071,0.85637,0.35733,2.02828,0.91458,1.29172,0.000449,0.000449,0.000449
237,9274.72,1.82631,0.98477,1.13192,0.86599,0.79241,0.84874,0.34904,2.03654,0.93456,1.2937,0.0004424,0.0004424,0.0004424
238,9323.24,1.81988,0.9864,1.12177,0.87208,0.81139,0.85937,0.35979,2.01387,0.9207,1.29344,0.0004358,0.0004358,0.0004358
239,9348.24,1.82627,0.96316,1.12346,0.87792,0.79953,0.85874,0.36172,2.0132,0.90374,1.29295,0.0004292,0.0004292,0.0004292
240,9387.73,1.82459,0.97265,1.12603,0.8777,0.8102,0.86783,0.36704,2.01668,0.9078,1.30117,0.0004226,0.0004226,0.0004226
241,9432.98,1.83051,0.97443,1.12611,0.87048,0.78885,0.85716,0.35253,2.04558,0.90801,1.30931,0.000416,0.000416,0.000416
242,9464.06,1.83009,0.97077,1.12936,0.88065,0.82681,0.88587,0.38587,1.95587,0.87637,1.26371,0.0004094,0.0004094,0.0004094
243,9504.8,1.81048,0.97839,1.11987,0.88927,0.79715,0.87084,0.36023,2.02529,0.90577,1.3001,0.0004028,0.0004028,0.0004028
244,9548.82,1.80595,0.95362,1.12097,0.90645,0.79004,0.87447,0.37415,1.97739,0.89318,1.26849,0.0003962,0.0003962,0.0003962
245,9592.73,1.80583,0.96551,1.12639,0.88943,0.79359,0.86893,0.37681,1.97154,0.89686,1.26591,0.0003896,0.0003896,0.0003896
246,9623.43,1.82099,0.96712,1.12125,0.89371,0.80427,0.87159,0.36806,2.0055,0.91581,1.28231,0.000383,0.000383,0.000383
247,9665.76,1.80269,0.95163,1.11658,0.89197,0.80314,0.87288,0.36547,2.00997,0.91187,1.28352,0.0003764,0.0003764,0.0003764
248,9694.8,1.81287,0.96532,1.12607,0.91039,0.79538,0.87507,0.36579,2.00148,0.90368,1.2851,0.0003698,0.0003698,0.0003698
249,9734.81,1.82521,0.94994,1.13133,0.90597,0.80902,0.88035,0.3744,1.9765,0.88958,1.27444,0.0003632,0.0003632,0.0003632
250,9767.71,1.83201,0.98028,1.13023,0.89557,0.80664,0.87724,0.3792,1.97175,0.88957,1.26727,0.0003566,0.0003566,0.0003566
251,9807.12,1.79757,0.96442,1.12731,0.88171,0.80071,0.86652,0.3643,2.00831,0.89258,1.28157,0.00035,0.00035,0.00035
252,9847.27,1.79657,0.96261,1.10963,0.88736,0.80783,0.87119,0.3726,1.99745,0.88851,1.2786,0.0003434,0.0003434,0.0003434
253,9894.93,1.81293,0.96722,1.12062,0.90041,0.80664,0.87664,0.37755,1.97905,0.87269,1.27557,0.0003368,0.0003368,0.0003368
254,9938.87,1.78559,0.95073,1.11334,0.88571,0.80896,0.87204,0.37173,1.98643,0.89118,1.2817,0.0003302,0.0003302,0.0003302
255,9967.99,1.79873,0.97091,1.12709,0.88644,0.81257,0.87718,0.38057,1.97738,0.88879,1.2754,0.0003236,0.0003236,0.0003236
256,10019.2,1.80384,0.95911,1.12053,0.89657,0.8019,0.87258,0.37147,1.99057,0.88259,1.28018,0.000317,0.000317,0.000317
257,10045.2,1.78415,0.93443,1.11559,0.90617,0.80189,0.87391,0.37648,1.97513,0.86722,1.26841,0.0003104,0.0003104,0.0003104
258,10091.8,1.78725,0.96108,1.11518,0.89256,0.80809,0.87034,0.37457,1.98862,0.86317,1.27283,0.0003038,0.0003038,0.0003038
259,10120.2,1.79423,0.9438,1.11661,0.88503,0.81272,0.86932,0.37517,1.99047,0.8745,1.27679,0.0002972,0.0002972,0.0002972
260,10153.4,1.76954,0.91295,1.10683,0.88461,0.80664,0.87227,0.37394,1.98949,0.87943,1.27912,0.0002906,0.0002906,0.0002906
261,10193.7,1.80757,0.9633,1.1199,0.89374,0.80818,0.87304,0.37769,1.9705,0.88819,1.26849,0.000284,0.000284,0.000284
262,10232.4,1.8191,0.99502,1.13404,0.89868,0.81613,0.87856,0.37955,1.96348,0.87128,1.26843,0.0002774,0.0002774,0.0002774
263,10272.6,1.7829,0.94714,1.11398,0.8949,0.7979,0.86888,0.363,2.01568,0.89172,1.2971,0.0002708,0.0002708,0.0002708
264,10319.4,1.77311,0.94269,1.11662,0.88864,0.80462,0.87061,0.36833,2.01079,0.88089,1.29783,0.0002642,0.0002642,0.0002642
265,10357.1,1.78444,0.94351,1.11495,0.89496,0.80858,0.87389,0.37065,1.99997,0.86927,1.28784,0.0002576,0.0002576,0.0002576
266,10392.8,1.76491,0.90436,1.10561,0.89216,0.80427,0.87118,0.36679,2.02049,0.87548,1.29814,0.000251,0.000251,0.000251
267,10430.9,1.79761,0.9503,1.11486,0.89714,0.807,0.87322,0.36897,2.00043,0.87853,1.28447,0.0002444,0.0002444,0.0002444
268,10470.4,1.78661,0.94026,1.11273,0.88667,0.81495,0.87498,0.37593,1.97443,0.87674,1.27082,0.0002378,0.0002378,0.0002378
269,10503.6,1.7793,0.92311,1.11355,0.88121,0.80079,0.87187,0.36248,2.01979,0.89801,1.29583,0.0002312,0.0002312,0.0002312
270,10551.6,1.79399,0.92802,1.11503,0.88553,0.81257,0.87394,0.36507,2.02669,0.88545,1.30098,0.0002246,0.0002246,0.0002246
271,10580.2,1.79698,0.93416,1.12237,0.89734,0.79838,0.86076,0.35849,2.05447,0.88677,1.31054,0.000218,0.000218,0.000218
272,10608,1.76967,0.92506,1.10877,0.89923,0.81505,0.87878,0.37428,2.00606,0.87214,1.28863,0.0002114,0.0002114,0.0002114
273,10655.8,1.76126,0.92182,1.1138,0.89284,0.81613,0.8792,0.37862,1.99225,0.86386,1.28334,0.0002048,0.0002048,0.0002048
274,10686,1.78174,0.92334,1.12347,0.8951,0.81495,0.88365,0.38427,1.96869,0.85793,1.26857,0.0001982,0.0001982,0.0001982
275,10732.7,1.76295,0.93028,1.11089,0.89241,0.81139,0.87865,0.38,1.9851,0.87203,1.2788,0.0001916,0.0001916,0.0001916
276,10773,1.76297,0.9217,1.10774,0.90003,0.8117,0.88314,0.38439,1.9694,0.86545,1.27142,0.000185,0.000185,0.000185
277,10809,1.7554,0.9187,1.11181,0.90348,0.8102,0.8793,0.38058,1.97414,0.86254,1.27354,0.0001784,0.0001784,0.0001784
278,10848.5,1.75737,0.91181,1.10627,0.89427,0.80783,0.87342,0.36967,2.01178,0.88174,1.29522,0.0001718,0.0001718,0.0001718
279,10886.1,1.75574,0.91568,1.10792,0.88543,0.80783,0.86657,0.36346,2.02312,0.88244,1.30353,0.0001652,0.0001652,0.0001652
280,10925.8,1.76689,0.94097,1.11094,0.88663,0.80308,0.87246,0.36964,2.00922,0.88024,1.29277,0.0001586,0.0001586,0.0001586
281,10962.9,1.75485,0.92354,1.10153,0.89593,0.79597,0.87009,0.37128,1.99863,0.88567,1.28696,0.000152,0.000152,0.000152
282,11002.8,1.759,0.92402,1.10312,0.89181,0.8019,0.87074,0.37319,1.99907,0.88095,1.28841,0.0001454,0.0001454,0.0001454
283,11037.8,1.75657,0.92088,1.10807,0.90743,0.79122,0.86715,0.36946,2.01382,0.87521,1.29644,0.0001388,0.0001388,0.0001388
284,11065.5,1.79133,0.94149,1.11018,0.89514,0.80071,0.87223,0.37065,2.00295,0.87852,1.2902,0.0001322,0.0001322,0.0001322
285,11110.8,1.74932,0.91501,1.10766,0.8997,0.80902,0.87981,0.37361,1.99475,0.87112,1.28735,0.0001256,0.0001256,0.0001256
286,11146.2,1.7765,0.92123,1.11344,0.88881,0.79953,0.868,0.3688,2.01965,0.87388,1.30086,0.000119,0.000119,0.000119
287,11191,1.75655,0.90893,1.10813,0.88684,0.79004,0.86634,0.36662,2.01265,0.86814,1.29464,0.0001124,0.0001124,0.0001124
288,11224.1,1.76401,0.91717,1.10241,0.89915,0.79323,0.87074,0.36902,2.01527,0.86731,1.29643,0.0001058,0.0001058,0.0001058
289,11269.5,1.75367,0.9028,1.105,0.90406,0.79359,0.87305,0.3668,2.00858,0.86448,1.29343,9.92e-05,9.92e-05,9.92e-05
290,11304.7,1.741,0.90406,1.1045,0.90001,0.79004,0.86968,0.36672,2.01592,0.86825,1.29396,9.26e-05,9.26e-05,9.26e-05
291,11397.9,1.81081,0.95237,1.16915,0.91892,0.80667,0.89035,0.38691,1.95165,0.85543,1.26401,8.6e-05,8.6e-05,8.6e-05
292,11457.9,1.76127,0.8953,1.14637,0.90253,0.82377,0.89242,0.38739,1.9463,0.84751,1.26292,7.94e-05,7.94e-05,7.94e-05
293,11497.9,1.74627,0.88629,1.14773,0.89534,0.83274,0.89054,0.38537,1.94996,0.84892,1.26251,7.28e-05,7.28e-05,7.28e-05
294,11553.7,1.74276,0.8846,1.14531,0.8883,0.8302,0.88889,0.3844,1.94986,0.86307,1.26054,6.62e-05,6.62e-05,6.62e-05
295,11585.5,1.71412,0.88885,1.14097,0.89708,0.828,0.89231,0.38285,1.95426,0.87433,1.26416,5.96e-05,5.96e-05,5.96e-05
296,11637.7,1.70083,0.8533,1.13425,0.89735,0.82088,0.89169,0.37934,1.96282,0.87351,1.26889,5.3e-05,5.3e-05,5.3e-05
297,11669.8,1.70945,0.86096,1.13577,0.89692,0.82206,0.89098,0.3811,1.96097,0.87019,1.26779,4.64e-05,4.64e-05,4.64e-05
298,11713.7,1.72914,0.87195,1.14107,0.8999,0.82206,0.88876,0.38309,1.95819,0.86948,1.26699,3.98e-05,3.98e-05,3.98e-05
299,11750.7,1.72112,0.86596,1.13934,0.89904,0.82396,0.88998,0.38365,1.95463,0.8691,1.26562,3.32e-05,3.32e-05,3.32e-05
300,11793.8,1.70313,0.85112,1.13358,0.9051,0.81457,0.88793,0.38449,1.95741,0.8643,1.26678,2.66e-05,2.66e-05,2.66e-05
